ID,Título,Categoria,Volumes,Lançamento,page_url,image_url
111,One Piece,Manga,Sem informações,Jul 1997 -,https://myanimelist.net/manga/13/One_Piece,https://cdn.myanimelist.net/r/100x140/images/manga/2/253146.jpgSem informaçõess=b7465f50607202245754c4a8ab34be52
112,11th Cat,Manhwa,5,2002 - 2002,https://myanimelist.net/manga/3227/11th_Cat,https://cdn.myanimelist.net/r/100x140/images/manga/5/30204.jpgSem informaçõess=a490269c564aaf7cb34fb560e7fc72ec
113,Yuudachi Pool,One-shot,Sem informações,-,https://myanimelist.net/manga/14223/Yuudachi_Pool,https://cdn.myanimelist.net/r/100x140/images/manga/1/20280.jpgSem informaçõess=27993b28bb2de32db672cceac007de5f
114,Chou Dokyuu Shoujo 4946,Manga,6,Mar 2009 - Jul 2011,https://myanimelist.net/manga/14664/Chou_Dokyuu_Shoujo_4946,https://cdn.myanimelist.net/r/100x140/images/manga/3/65153.jpgSem informaçõess=7db6feb73a881b41bca625b933cbbee0
115,InuYasha,Manga,56,Nov 1996 - Jun 2008,https://myanimelist.net/manga/676/InuYasha,https://cdn.myanimelist.net/r/100x140/images/manga/3/262295.jpgSem informaçõess=d71beac1bddb6244f1931d67463d4088
116,Yurikamone,Doujinshi,1,Aug 2013 - Aug 2013,https://myanimelist.net/manga/63779/Yurikamone,https://cdn.myanimelist.net/r/100x140/images/manga/3/110283.jpgSem informaçõess=e7b3772fdbfdcaaaf297bb4f9c45488b
117,Girls & Panzer,Manga,4,Jun 2012 - Mar 2014,https://myanimelist.net/manga/42223/Girls___Panzer,https://cdn.myanimelist.net/r/100x140/images/manga/3/271627.jpgSem informaçõess=b7a128365a9dfe5bf655c8085e3d3003
118,Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu,Manga,Sem informações,Feb 2018 -,https://myanimelist.net/manga/112894/Nidome_no_Yuusha_wa_Fukushuu_no_Michi_wo_Warai_Ayumu,https://cdn.myanimelist.net/r/100x140/images/manga/3/211198.jpgSem informaçõess=ad3c38651ce6a72e68c805740ca3ed47
119,True Love,Manga,7,Dec 2012 - Jan 2015,https://myanimelist.net/manga/47549/True_Love,https://cdn.myanimelist.net/r/100x140/images/manga/2/138497.jpgSem informaçõess=ecde1512a5958157458cf0fd3a4cf2e5
120,Himitsu no Juliet,Manga,2,May 2015 - Jan 2016,https://myanimelist.net/manga/90696/Himitsu_no_Juliet,https://cdn.myanimelist.net/r/100x140/images/manga/3/174436.jpgSem informaçõess=3b723f0aa6710ce3b00e10d2aab241f7
121,Angel no Oka,Manga,2,Jan 1960 - Dec 1961,https://myanimelist.net/manga/22195/Angel_no_Oka,https://cdn.myanimelist.net/r/100x140/images/manga/1/73093.jpgSem informaçõess=924e9e4501c45fb469ce1ca75a1485b8
122,Charlotte,Manga,6,Jul 2015 - Dec 2018,https://myanimelist.net/manga/91913/Charlotte,https://cdn.myanimelist.net/r/100x140/images/manga/1/188823.jpgSem informaçõess=bfef1f6c7121ab368d1db35311760b63
123,Honey Coming: Sweet Love Lesson,Manga,3,Feb 2007 - Oct 2008,https://myanimelist.net/manga/11081/Honey_Coming__Sweet_Love_Lesson,https://cdn.myanimelist.net/r/100x140/images/manga/2/14975.jpgSem informaçõess=c58a3d72a1c9f3e595b1c13af7a226d8
124,Be Born Again,Manhwa,Sem informações,2012 -,https://myanimelist.net/manga/57907/Be_Born_Again,https://cdn.myanimelist.net/r/100x140/images/manga/1/103909.jpgSem informaçõess=83be9ba7fe51d5264a6aacc2ffaa938d
125,Oboreru Knife,Manga,17,Oct 2004 - Dec 2013,https://myanimelist.net/manga/10330/Oboreru_Knife,https://cdn.myanimelist.net/r/100x140/images/manga/1/196138.jpgSem informaçõess=55360a02008d524ee1b3a22f821d543a
126,Blood-C: The Last Dark,Light-Novel,1,Jun 2012 - Jun 2012,https://myanimelist.net/manga/37473/Blood-C__The_Last_Dark,https://cdn.myanimelist.net/r/100x140/images/manga/3/67363.jpgSem informaçõess=a4d77cba2bd9481fdbda3cf56bc7cd00
127,Sekai wa Nakajima ni Koi wo Suru!!,Manga,5,Jan 2016 - Jan 2017,https://myanimelist.net/manga/95499/Sekai_wa_Nakajima_ni_Koi_wo_Suru,https://cdn.myanimelist.net/r/100x140/images/manga/3/179272.jpgSem informaçõess=53b56108dcf25f18f2a73b526390515a
128,Sekirara ni Kiss,Manga,9,Apr 2015 - May 2019,https://myanimelist.net/manga/88987/Sekirara_ni_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/1/165026.jpgSem informaçõess=f1f4adc008d807e11cc032406d35b615
129,Kokuen no Valkyrie,Manga,3,Aug 2018 - May 2020,https://myanimelist.net/manga/117591/Kokuen_no_Valkyrie,https://cdn.myanimelist.net/r/100x140/images/manga/3/224717.jpgSem informaçõess=9817f76e8a2f749c0250216bd141c63e
130,DVD,Manhwa,8,Dec 2003 - Dec 2005,https://myanimelist.net/manga/750/DVD,https://cdn.myanimelist.net/r/100x140/images/manga/1/30185.jpgSem informaçõess=0e0dc11274a444abd02d9a9b91f83e2a
131,Oyayubi Hime,Manga,1,May 2010 - May 2010,https://myanimelist.net/manga/44175/Oyayubi_Hime,https://cdn.myanimelist.net/r/100x140/images/manga/2/169031.jpgSem informaçõess=349f0e59c03d9cc40255add44ad85a4d
132,Aisopos,Manhwa,Sem informações,Jul 2013 - Aug 2016,https://myanimelist.net/manga/94493/Aisopos,https://cdn.myanimelist.net/r/100x140/images/manga/3/182690.jpgSem informaçõess=5ef51e78e8fd8c4dbd695355f057bd12
133,Izayakaku,Manga,4,Sep 2008 - Nov 2010,https://myanimelist.net/manga/14860/Izayakaku,https://cdn.myanimelist.net/r/100x140/images/manga/2/172751.jpgSem informaçõess=4436bcfc6e66b98ed2659d1efd1ee965
134,Mikazuki Kottouhinten no Kanban Neko,Manga,1,Apr 2017 - Aug 2017,https://myanimelist.net/manga/110993/Mikazuki_Kottouhinten_no_Kanban_Neko,https://cdn.myanimelist.net/r/100x140/images/manga/2/224280.jpgSem informaçõess=64b500da31daa624ccb657c73d7e0d90
135,Sensei no Sensei,Manga,1,Sep 2019 - Feb 2020,https://myanimelist.net/manga/127311/Sensei_no_Sensei,https://cdn.myanimelist.net/r/100x140/images/manga/3/236268.jpgSem informaçõess=b792b8b6b47519cdecf820fdd89a4b6a
136,Doraemon Plus,Manga,6,1970 - 1990,https://myanimelist.net/manga/11454/Doraemon_Plus,https://cdn.myanimelist.net/r/100x140/images/manga/1/149315.jpgSem informaçõess=9d56dc8cae13f95ef34247641e4b6af6
137,"Isekaigaeri no Motoyuusha desu ga, Death Game ni Makikomaremashita",Manga,Sem informações,Jul 2021 -,https://myanimelist.net/manga/140568/Isekaigaeri_no_Motoyuusha_desu_ga_Death_Game_ni_Makikomaremashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/253680.jpgSem informaçõess=79e47f5dfa7bc05e7281c85ca53556b1
138,Ar Tonelico II,Manga,3,Jun 2007 - Jun 2008,https://myanimelist.net/manga/12797/Ar_Tonelico_II,https://cdn.myanimelist.net/r/100x140/images/manga/1/17786.jpgSem informaçõess=98f56af60cd29a107656f6f512936262
139,Seigi Kenkyuukai Serenade,Manga,3,Aug 2007 - Nov 2008,https://myanimelist.net/manga/6839/Seigi_Kenkyuukai_Serenade,https://cdn.myanimelist.net/r/100x140/images/manga/1/173760.jpgSem informaçõess=153cc26290359874d35f295156f1b6ed
140,Hatsukanezumi no Jikan,Manga,4,Jul 2004 - Feb 2008,https://myanimelist.net/manga/3105/Hatsukanezumi_no_Jikan,https://cdn.myanimelist.net/r/100x140/images/manga/2/3560.jpgSem informaçõess=a877c621586fc171f93be4af996f42b4
141,Hitohira no Koi ga Furu,Manga,3,Dec 2006 - Feb 2008,https://myanimelist.net/manga/4640/Hitohira_no_Koi_ga_Furu,https://cdn.myanimelist.net/r/100x140/images/manga/1/5718.jpgSem informaçõess=4a09e7e14a207e66c78fdbcce04ccdd3
142,Isshunsaki wa Koi,One-shot,Sem informações,Oct 2011 - Oct 2011,https://myanimelist.net/manga/47058/Isshunsaki_wa_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/3/82986.jpgSem informaçõess=3665f564cac475d666ffb95152d98d5f
143,The Grand Duchess of the North Was Secretly a Villainess,Manhwa,Sem informações,May 2022 -,https://myanimelist.net/manga/151446/The_Grand_Duchess_of_the_North_Was_Secretly_a_Villainess,https://cdn.myanimelist.net/r/100x140/images/manga/1/268622.jpgSem informaçõess=f8433ee62f333f692e406ae477aef42d
144,E→Robot,Manga,2,Nov 2014 - Feb 2015,https://myanimelist.net/manga/83097/E→Robot,https://cdn.myanimelist.net/r/100x140/images/manga/2/153555.jpgSem informaçõess=577511c911be62b3aa1f2f9a4f808db0
145,Limit Breaker,Manhwa,Sem informações,Nov 2020 -,https://myanimelist.net/manga/147508/Limit_Breaker,https://cdn.myanimelist.net/r/100x140/images/manga/1/261660.jpgSem informaçõess=696107ece1f8d2e64b7d2490b7e8ec0e
146,Fukanzen Shinsei Kikan Ilis,Manga,1,Jul 2012 - Dec 2012,https://myanimelist.net/manga/43553/Fukanzen_Shinsei_Kikan_Ilis,https://cdn.myanimelist.net/r/100x140/images/manga/2/87361.jpgSem informaçõess=252b5ad5d9f1051683c4a436e7747c33
147,I do I do,Manhwa,15,2007 -,https://myanimelist.net/manga/20582/I_do_I_do,https://cdn.myanimelist.net/r/100x140/images/manga/2/32725.jpgSem informaçõess=1e035fcfc4fd0f97f6c222246b52724c
148,Absolute Duo: Tea Party,Manga,1,Oct 2014 - Dec 2014,https://myanimelist.net/manga/87720/Absolute_Duo__Tea_Party,https://cdn.myanimelist.net/r/100x140/images/manga/3/152728.jpgSem informaçõess=6847476a18a96e71484c23fd9aad3b2c
149,"Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Daikenshi, Tensei shite Nidome no Jinsei wo Ayumu",Manga,Sem informações,Jun 2021 -,https://myanimelist.net/manga/141596/Kougekiryoku_Kyokuburi_no_Saikyou_Majutsushi__Kinryokuchi_9999_no_Daikenshi_Tensei_shite_Nidome_no_Jinsei_wo_Ayumu,https://cdn.myanimelist.net/r/100x140/images/manga/3/253535.jpgSem informaçõess=cafdf405c992661d31fafb050de25c64
150,Tsugihagi na Kanojo,Manga,Sem informações,Feb 2013 - Apr 2013,https://myanimelist.net/manga/82093/Tsugihagi_na_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/1/143141.jpgSem informaçõess=c40b2a9c8cf28c09f319423d00e03307
151,Domestic na Kanojo,Manga,28,Apr 2014 - Jun 2020,https://myanimelist.net/manga/70941/Domestic_na_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/1/272186.jpgSem informaçõess=012e0d9501f3a49883b96ebc9cb2abe0
152,"Tantei wa Mou, Shindeiru.",Light-Novel,Sem informações,Nov 2019 -,https://myanimelist.net/manga/128721/Tantei_wa_Mou_Shindeiru,https://cdn.myanimelist.net/r/100x140/images/manga/1/235054.jpgSem informaçõess=fd8fcf67b88bf353a6895fa2eb3940aa
153,Kimi ga Suki toka Arienai,Manga,3,Feb 2012 - Jun 2013,https://myanimelist.net/manga/39601/Kimi_ga_Suki_toka_Arienai,https://cdn.myanimelist.net/r/100x140/images/manga/2/158109.jpgSem informaçõess=6c44fb606ca5c68171951f47dadc8f79
154,Berserk: Shinen no Kami 2,One-shot,Sem informações,Jul 1996 - Jul 1996,https://myanimelist.net/manga/92299/Berserk__Shinen_no_Kami_2,https://cdn.myanimelist.net/r/100x140/images/manga/1/162254.jpgSem informaçõess=cb1b51e8073a281f5eb90ddf01f64399
155,Fairytale of Winter,Manhua,Sem informações,Jun 2001 - Jun 2001,https://myanimelist.net/manga/23749/Fairytale_of_Winter,https://cdn.myanimelist.net/r/100x140/images/manga/3/38403.jpgSem informaçõess=df577aa2006143bda550482b5a701cb6
156,0/6,Manhwa,5,Jan 2006 - Dec 2006,https://myanimelist.net/manga/5491/0_6,https://cdn.myanimelist.net/r/100x140/images/manga/5/30274.jpgSem informaçõess=5473ba4bdec296633bee49680fbbb559
157,Eques,One-shot,Sem informações,2012 - 2012,https://myanimelist.net/manga/40337/Eques,https://cdn.myanimelist.net/r/100x140/images/manga/3/72233.jpgSem informaçõess=75077da55224a2efaad039b70924ab43
158,Inner Beauty,Manhwa,Sem informações,Nov 2018 - Jan 2020,https://myanimelist.net/manga/125954/Inner_Beauty,https://cdn.myanimelist.net/r/100x140/images/manga/3/259758.jpgSem informaçõess=01c03f4a2584206d3f1806034a3469e7
159,One Piece Novel: Mugiwara Stories,Light-Novel,1,Jul 2017 - Nov 2017,https://myanimelist.net/manga/110830/One_Piece_Novel__Mugiwara_Stories,https://cdn.myanimelist.net/r/100x140/images/manga/2/232215.jpgSem informaçõess=6d7a5aad4c86603147998c378413a3e7
160,Return of the Mad Demon,Manhwa,Sem informações,Jul 2021 -,https://myanimelist.net/manga/147577/Return_of_the_Mad_Demon,https://cdn.myanimelist.net/r/100x140/images/manga/3/261793.jpgSem informaçõess=5e8b0789e3ec01f09a9939e65186c977
161,Dance with Devils: Blight,Manga,2,Sep 2015 - May 2016,https://myanimelist.net/manga/93546/Dance_with_Devils__Blight,https://cdn.myanimelist.net/r/100x140/images/manga/1/171062.jpgSem informaçõess=972377c5f2a603c894a40ffb2b4f8a3e
162,Tokyo卍Revengers,Manga,31,Mar 2017 - Nov 2022,https://myanimelist.net/manga/104565/Tokyo卍Revengers,https://cdn.myanimelist.net/r/100x140/images/manga/3/196272.jpgSem informaçõess=1ab2df87adaaf6b7e92e152c64d230f6
163,Paradise Residence,Manga,3,May 2014 - Jan 2016,https://myanimelist.net/manga/86934/Paradise_Residence,https://cdn.myanimelist.net/r/100x140/images/manga/1/151006.jpgSem informaçõess=b4e16800458e6ac58f23f5a8470844c2
164,Wizard's Soul: Koi no Jihad,Manga,4,Jul 2013 - Jul 2015,https://myanimelist.net/manga/56521/Wizards_Soul__Koi_no_Jihad,https://cdn.myanimelist.net/r/100x140/images/manga/3/161439.jpgSem informaçõess=0e670aef549e728e6936a165e83309d6
165,Tonari no Inuyama-kun,One-shot,Sem informações,2008 - 2008,https://myanimelist.net/manga/8421/Tonari_no_Inuyama-kun,https://cdn.myanimelist.net/r/100x140/images/manga/2/12299.jpgSem informaçõess=3a779497035f30f45cd3ff3bdd5593f4
166,Takara no Vidro,Manga,1,Sep 2020 - Apr 2022,https://myanimelist.net/manga/142011/Takara_no_Vidro,https://cdn.myanimelist.net/r/100x140/images/manga/3/265841.jpgSem informaçõess=853e6ad8bb5a8e878cef138d96a16bd6
167,Kono Subarashii Sekai ni Shukufuku wo!,Light-Novel,17,Oct 2013 - May 2020,https://myanimelist.net/manga/60553/Kono_Subarashii_Sekai_ni_Shukufuku_wo,https://cdn.myanimelist.net/r/100x140/images/manga/1/174932.jpgSem informaçõess=22947fdd654b3ecf5d2a334bb4140ea7
168,Hikidashi ni Terrarium,Manga,1,Mar 2013 - Mar 2013,https://myanimelist.net/manga/59913/Hikidashi_ni_Terrarium,https://cdn.myanimelist.net/r/100x140/images/manga/2/145037.jpgSem informaçõess=445c0c7a1232e72a7becc8a0df1bc9cc
169,Crime Crime: Hard Luck Woman,One-shot,Sem informações,Mar 2013 - Mar 2013,https://myanimelist.net/manga/50125/Crime_Crime__Hard_Luck_Woman,https://cdn.myanimelist.net/r/100x140/images/manga/1/88519.jpgSem informaçõess=a1a0100197bbaa53c0360d86fc64d4f2
170,Ikoku Nikki,Manga,Sem informações,Jun 2017 -,https://myanimelist.net/manga/118804/Ikoku_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/2/216687.jpgSem informaçõess=982d4aa68da86c4f3e200dffca167090
171,Shiawase Kissa 3-choume,Manga,15,Dec 2004 - Aug 2009,https://myanimelist.net/manga/1110/Shiawase_Kissa_3-choume,https://cdn.myanimelist.net/r/100x140/images/manga/3/269706.jpgSem informaçõess=eb5955621bbaa1cffa9fbcaf7d6a7a5e
172,Zenaku no Kuzu,Manga,5,Nov 2013 - Mar 2016,https://myanimelist.net/manga/118955/Zenaku_no_Kuzu,https://cdn.myanimelist.net/r/100x140/images/manga/2/216887.jpgSem informaçõess=9add8d6c651d1c49d581fa6eacf6e0ce
173,Koi-Moyou,Manga,2,2007 -,https://myanimelist.net/manga/10266/Koi-Moyou,https://cdn.myanimelist.net/r/100x140/images/manga/2/13762.jpgSem informaçõess=fe6b360a411afdd5dde0521cdf541303
174,Koutetsu no Hanappashira,Manga,9,Sep 2010 - Sep 2012,https://myanimelist.net/manga/26446/Koutetsu_no_Hanappashira,https://cdn.myanimelist.net/r/100x140/images/manga/1/42532.jpgSem informaçõess=c2b73850d59cd0bf484e62d19e7b9657
175,Ai Daro,Manga,1,-,https://myanimelist.net/manga/2847/Ai_Daro,https://cdn.myanimelist.net/r/100x140/images/manga/3/3957.jpgSem informaçõess=c70c06a946f9eccf46e9d023a4cace7d
176,Biyaku Iri no Cappuccino,Manga,1,Mar 2008 - Mar 2008,https://myanimelist.net/manga/18342/Biyaku_Iri_no_Cappuccino,https://cdn.myanimelist.net/r/100x140/images/manga/1/109561.jpgSem informaçõess=cdea7f36c47cc64467af71918bd4e28d
177,009 Re:Cyborg,Manga,6,May 2012 - Sep 2015,https://myanimelist.net/manga/42755/009_Re_Cyborg,https://cdn.myanimelist.net/r/100x140/images/manga/3/163640.jpgSem informaçõess=db8219ea130003fc3310539caccf87b0
178,Ore no Kiss dake Oboete yo,Manga,1,Nov 2021 - Jun 2022,https://myanimelist.net/manga/146479/Ore_no_Kiss_dake_Oboete_yo,https://cdn.myanimelist.net/r/100x140/images/manga/3/264553.jpgSem informaçõess=214f022d71f34802d619d8cc024359d1
179,Bokura wa Itsumo,Manga,11,Nov 2007 - Feb 2013,https://myanimelist.net/manga/7220/Bokura_wa_Itsumo,https://cdn.myanimelist.net/r/100x140/images/manga/1/219796.jpgSem informaçõess=c6c2e7428be1244706f1ecdf359061fd
180,Omukae desu.,Manga,6,Jan 1999 - Apr 2016,https://myanimelist.net/manga/3051/Omukae_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/190513.jpgSem informaçõess=438e2bda49391c327cd282c417ce8207
181,Kyoukoku no Leceld,Manga,2,Mar 2018 - Jan 2020,https://myanimelist.net/manga/127626/Kyoukoku_no_Leceld,https://cdn.myanimelist.net/r/100x140/images/manga/1/231372.jpgSem informaçõess=d97168c26cf259775e51cfdc659f60a7
182,Planet With,Manga,8,Apr 2018 - Jul 2022,https://myanimelist.net/manga/113458/Planet_With,https://cdn.myanimelist.net/r/100x140/images/manga/1/210430.jpgSem informaçõess=1110836fa2ccc8c98f9d21a2d547ac56
183,Chocolate Christmas,Manga,1,Nov 1987 - Aug 1988,https://myanimelist.net/manga/2580/Chocolate_Christmas,https://cdn.myanimelist.net/r/100x140/images/manga/1/202520.jpgSem informaçõess=c64e89ca8b71a03eda4ee2ab42f50f6d
184,Haitoku wa Kegarenai,Manga,1,Nov 2009 - Nov 2009,https://myanimelist.net/manga/26007/Haitoku_wa_Kegarenai,https://cdn.myanimelist.net/r/100x140/images/manga/3/108665.jpgSem informaçõess=9d1bf4275479e5e1ba76988c7fb47170
185,Our Time of Dawn,One-shot,Sem informações,Apr 2011 - Apr 2011,https://myanimelist.net/manga/44067/Our_Time_of_Dawn,https://cdn.myanimelist.net/r/100x140/images/manga/2/77697.jpgSem informaçõess=9a0a5c32c772319925bcb65cc83e9436
186,Oniyome wo Metotteshimatta.,Manga,Sem informações,Jul 2019 - Nov 2019,https://myanimelist.net/manga/123051/Oniyome_wo_Metotteshimatta,https://cdn.myanimelist.net/r/100x140/images/manga/3/224415.jpgSem informaçõess=8a3344ff4622e7a2fd26bccf2281af93
187,Sword Art Online: Girls Ops,Manga,8,Jun 2013 - Jan 2021,https://myanimelist.net/manga/55875/Sword_Art_Online__Girls_Ops,https://cdn.myanimelist.net/r/100x140/images/manga/3/156370.jpgSem informaçõess=97f85d2b31490ea3d364b15f0f7b0238
188,Peace no Oshigoto,One-shot,Sem informações,Apr 2011 - Apr 2011,https://myanimelist.net/manga/41521/Peace_no_Oshigoto,https://cdn.myanimelist.net/r/100x140/images/manga/2/72715.jpgSem informaçõess=90cce8582253f3e05f41bb7c22f2285e
189,Joshikousei ni Korosaretai,Manga,2,Oct 2013 - Jul 2016,https://myanimelist.net/manga/83267/Joshikousei_ni_Korosaretai,https://cdn.myanimelist.net/r/100x140/images/manga/1/171065.jpgSem informaçõess=2ba2621d444a1cf259e1d035f86a46a1
190,Angolmois: Genkou Kassenki,Manga,10,Feb 2013 - Aug 2018,https://myanimelist.net/manga/96437/Angolmois__Genkou_Kassenki,https://cdn.myanimelist.net/r/100x140/images/manga/3/172186.jpgSem informaçõess=cd917ba643760db7cf665786117aeb6f
191,M.C. Law,Manga,3,2005 -,https://myanimelist.net/manga/3842/MC_Law,https://cdn.myanimelist.net/r/100x140/images/manga/3/4291.jpgSem informaçõess=7e77c097f4aa62d429ab0921a1d41f2b
192,Usotsuki Lily 0,Manga,1,Mar 2011 - Mar 2011,https://myanimelist.net/manga/24859/Usotsuki_Lily_0,https://cdn.myanimelist.net/r/100x140/images/manga/2/39997.jpgSem informaçõess=cbeafc54b650e2049977b5a24269393f
193,Ichigo Jikan,Manga,2,Jan 2009 - Jun 2009,https://myanimelist.net/manga/13281/Ichigo_Jikan,https://cdn.myanimelist.net/r/100x140/images/manga/1/175425.jpgSem informaçõess=f3dccb03c53c0d2b2e9d710bd825d230
194,Denpa Onna to Seishun Otoko,Manga,4,Aug 2010 - Jul 2013,https://myanimelist.net/manga/26280/Denpa_Onna_to_Seishun_Otoko,https://cdn.myanimelist.net/r/100x140/images/manga/3/136111.jpgSem informaçõess=d8b881ab0e48d2bf4cf111f39aac4691
195,Star Light Woman,Manga,2,Sep 2013 - Apr 2014,https://myanimelist.net/manga/66271/Star_Light_Woman,https://cdn.myanimelist.net/r/100x140/images/manga/2/129177.jpgSem informaçõess=1fb5e364f8e13c6fcb1961c12a34fe9b
196,Lucifer no Migite,Manga,6,Feb 2010 - Sep 2011,https://myanimelist.net/manga/21583/Lucifer_no_Migite,https://cdn.myanimelist.net/r/100x140/images/manga/2/110209.jpgSem informaçõess=e62b25475381234695f3b5376da8de8e
197,Hige wo Soru. Soshite Joshikousei wo Hirou.: Each Stories,Manga,2,Mar 2021 - Dec 2021,https://myanimelist.net/manga/140307/Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou__Each_Stories,https://cdn.myanimelist.net/r/100x140/images/manga/2/250178.jpgSem informaçõess=6a4ef169485c090d5de7d2b534885e5a
198,"""Kukuku....... Yatsu wa Shitennou no Naka demo Saijaku"" to Kaiko sareta Ore, Naze ka Yuusha to Seijo no Shishou ni Naru",Manga,Sem informações,Feb 2021 -,https://myanimelist.net/manga/138562/Kukuku_Yatsu_wa_Shitennou_no_Naka_demo_Saijaku_to_Kaiko_sareta_Ore_Naze_ka_Yuusha_to_Seijo_no_Shishou_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/1/250718.jpgSem informaçõess=048997aee7da74d0edcf5b2041f1e939
199,Aishikata mo Wakarazuni,Manga,1,2005 -,https://myanimelist.net/manga/9276/Aishikata_mo_Wakarazuni,https://cdn.myanimelist.net/r/100x140/images/manga/1/12832.jpgSem informaçõess=c4536164b3187e3b48a76b3c5becf94e
